"","satisfacao","ultima_avaliacao","volume_projetos","media_horas_mensais","tempo_cia","acidente_trabalho","saiu","promocao_ultimos_5_anos","comercial","salario"
"13680",0.59,"0.62",3,"166",2,0,0,0,"comercial","baixo"
"13681",0.91,"0.8",5,"169",4,0,0,0,"comercial","baixo"
"13682",0.48,"0.9",4,"208",3,0,0,0,"comercial","baixo"
"13683",0.84,"0.66",3,"209",2,0,0,0,"comercial","baixo"
"13684",0.73,"0.54",4,"167",3,0,0,0,"TI","mediano"
"13685",0.28,"0.59",6," ",3,0,0,0,"produtos","mediano"
"13686",0.77,"0.65",3,"156",4,0,0,0,"produtos","mediano"
"13687",0.67,"0.65",3,"265",3,0,0,0,"produtos","mediano"
"13688",0.5,"0.53",3,"142",3,1,0,0,"produtos","mediano"
"13689",0.32,"0.47",3,"143",4,0,0,0,"TI","mediano"
"13690",0.57,"0.78",3,"134",3,0,0,0,"P&D","mediano"
"13691",0.51,"0.8",5,"268",3,0,0,0,"P&D","mediano"
"13692",0.61,"0.6",3,"255",2,0,0,0,"P&D","mediano"
"13693",0.83,"0.73",4,"157",2,0,0,0,"P&D","mediano"
"13694",0.87,"0.97",5,"151",3,0,0,0,"P&D","mediano"
"13695",0.7,"0.63",3,"157",2,0,0,0,"P&D","mediano"
"13696",0.78,"0.65",3,"139",3,0,0,0,"marketing","alto"
"13697",0.71,"0.53",4,"196",2,1,0,0,"comercial","baixo"
"13698",0.68,"0.99",3,"159",2,0,0,0,"contabilidade","mediano"
"13699",0.75,"0.53",4,"224",4,1,0,0,"suporte","mediano"
"13700",0.7,"0.53",3,"215",7,1,0,0,"area tecnica","mediano"
"13701",0.59,"0.94",5,"157",7,1,0,0,"gerencia","mediano"
"13702",0.64,"0.87",4,"157",7,0,0,0,"marketing","baixo"
"13703",0.61,"0.88",5,"146",7,1,0,0,"marketing","baixo"
"13704",0.77,"0.49",2,"286",7,0,0,0,"marketing","baixo"
"13705",0.51,"0.64",3,"203",3,0,0,0,"comercial","baixo"
"13706",0.49,"0.49",3,"168",7,0,0,0,"comercial","baixo"
"13707",0.77,"0.75",3," ",7,0,0,0,"comercial","baixo"
"13708",0.31,"0.86",3,"266",7,0,0,0,"comercial","baixo"
"13709",0.54,"0.76",3,"183",3,0,0,0,"comercial","baixo"
"13710",0.56,"0.66",4,"264",3,0,0,0,"comercial","baixo"
"13711",0.65,"0.77",4,"205",3,0,0,0,"comercial","baixo"
"13712",0.49,"0.36",2,"192",3,0,0,0,"comercial","baixo"
"13713",0.82,"0.79",3,"176",3,0,0,0,"area tecnica","baixo"
"13714",0.6,"0.52",3,"183",2,0,0,0,"suporte","baixo"
"13715",0.64,"0.63",3,"156",6,1,0,0,"suporte","baixo"
"13716",0.7,"0.68",3,"150",3,0,0,0,"suporte","baixo"
"13717",0.65,"0.89",4,"204",8,1,0,0,"suporte","baixo"
"13718",0.69,"0.78",5,"131",8,0,0,0,"suporte","baixo"
"13719",0.93,"0.74",5,"248",8,1,0,0,"suporte","baixo"
"13720",0.55,"0.52",4,"168",8,0,0,0,"suporte","baixo"
"13721",0.75,"0.87",4,"146",8,1,0,0,"suporte","baixo"
"13722",0.47,"0.43",4,"246",3,0,0,0,"suporte","baixo"
"13723",0.72,"0.88",5,"216",10,1,0,0,"suporte","mediano"
"13724",0.59,"0.92",3,"203",10,0,0,0,"suporte","mediano"
"13725",0.98,"0.49",3,"199",10,0,0,0,"area tecnica","mediano"
"13726",0.39,"0.52",2,"102",8,0,0,0,"area tecnica","mediano"
"13727",0.93,"0.87",4,"139",8,0,0,0,"area tecnica","mediano"
"13728",0.71,"0.97",5,"208",8,1,0,0,"gerencia","mediano"
"13729",0.49,"0.54",4,"215",4,0,0,0,"TI","mediano"
"13730",0.63,"0.93",4,"233",NA,0,0,0,"TI","mediano"
"13731",0.45,"0.64",3,"169",10,0,0,0,"TI","mediano"
"13732",0.77,"0.64",3,"190",10,1,0,0,"TI","mediano"
"13733",0.77,"0.63",4,"236",7,0,0,0,"TI","mediano"
"13734",0.5,"0.92",4,"266",7,0,0,0,"produtos","mediano"
"13735",0.45,"0.42",4,"156",NA,0,0,0,"produtos","alto"
"13736",0.81,"0.47",4,"153",7,0,0,0,"produtos","baixo"
"13737",0.83,"0.67",3,"175",3,0,0,0,"produtos","mediano"
"13738",0.47,"0.76",6,"174",10,0,0,0,"TI","mediano"
"13739",0.25,"0.89",4,"154",10,0,0,0,"gerencia","alto"
"13740",0.89,"0.55",5,"251",10,0,0,0,"gerencia","alto"
"13741",0.97,"0.57",3,"164",10,0,0,0,"gerencia","alto"
"13742",0.6,"0.65",2,"225",10,0,0,0,"gerencia","alto"
"13743",0.67,"0.72",2,"134",10,0,0,0,"gerencia","alto"
"13744",0.89,"0.77",3,"144",3,0,0,0,"gerencia","alto"
"13745",0.6,"0.91",5,"211",3,0,0,0,"comercial","baixo"
"13746",0.64,"0.79",4,"139",3,0,0,0,"comercial","baixo"
"13747",0.57,"0.66",3,"268",3,0,0,0,"comercial","baixo"
"13748",0.56,"0.98",5,"171",3,1,0,0,"comercial","baixo"
"13749",0.6,"0.9",4,"260",2,0,0,0,"comercial","mediano"
"13750",0.17,"0.66",6,"224",3,0,0,0,"comercial","mediano"
"13751",0.74,"0.49",4,"233",NA,0,0,0,"comercial","mediano"
"13752",0.44,"0.41",3,"125",7,0,0,0,"comercial","mediano"
"13753",0.51,"0.89",4,"233",7,0,0,0,"comercial","mediano"
"13754",0.86,"0.57",3,"162",7,0,0,0,"comercial","mediano"
"13755",0.96,"0.48",4,"198",7,0,0,0,"comercial","mediano"
"13756",0.87,"0.82",4,"198",7,0,0,0,"comercial","mediano"
"13757",0.58,"0.79",3,"243",3,1,0,0,"comercial","mediano"
"13758",0.24,"0.56",4,"281",7,0,0,0,"comercial","mediano"
"13759",0.42,"0.8",4,"259",7,1,0,0,"comercial","mediano"
"13760",0.65,"0.94",4,"184",7,0,0,0,"comercial","mediano"
"13761",0.73,"0.92",6,"189",3,1,0,0,"comercial","mediano"
"13762",0.63,"0.6",4,"258",3,0,0,0,"comercial","mediano"
"13763",0.95,"0.48",4,"225",3,0,0,0,"comercial","mediano"
"13764",0.52,"0.83",5,"145",3,0,0,0,"comercial","mediano"
"13765",0.96,"0.55",3,"164",3,0,0,0,"comercial","mediano"
"13766",0.66,"0.51",4,"254",2,0,0,0,"comercial","mediano"
"13767",0.98,"0.44",4,"154",6,1,0,0,"comercial","mediano"
"13768",0.56,"0.79",5,"248",3,0,0,0,"comercial","mediano"
"13769",0.97,"0.54",3,"154",8,1,0,0,"comercial","mediano"
"13770",0.72,"0.92",3,"242",8,0,0,0,"comercial","mediano"
"13771",0.74,"0.78",4,"194",8,0,0,0,"comercial","mediano"
"13772",0.2,"0.6",5,"261",8,0,0,0,"comercial","mediano"
"13773",0.73,"0.56",3,"245",8,0,0,0,"comercial","mediano"
"13774",0.76,"0.79",3,"247",3,0,0,0,"comercial","baixo"
"13775",0.65,"0.54",4,"147",10,0,0,0,"comercial","baixo"
"13776",0.66,"0.5",3,"139",10,1,0,0,"comercial","baixo"
"13777",0.96,"0.97",6,"137",10,0,0,0,"comercial","baixo"
"13778",0.57,"0.55",4,"177",8,0,0,0,"comercial","baixo"
"13779",0.61,"0.82",4,"184",NA,0,0,0,"TI","baixo"
"13780",0.57,"0.69",3,"212",NA,0,0,0,"produtos","baixo"
"13781",0.59,"0.47",3,"159",4,0,0,0,"produtos","baixo"
"13782",0.92,"0.68",4,"178",NA,0,0,0,"produtos","baixo"
"13783",NA,"0.56",3,"149",10,0,0,0,"produtos","baixo"
"13784",0.95,"0.66",4,"223",10,0,0,0,"TI","baixo"
"13785",0.24,"0.81",6,"263",7,0,0,0,"gerencia","alto"
"13786",0.49,"0.52",4,"161",7,0,0,0,"gerencia","alto"
"13787",0.49,"0.68",3,"192",7,0,0,0,"gerencia","alto"
"13788",0.97,"0.51",5,"215",7,0,0,0,"gerencia","alto"
"13789",0.55,"0.78",4,"261",3,0,0,0,"gerencia","alto"
"13790",0.76,"0.56",5,"222",10,0,0,0,"gerencia","alto"
"13791",0.53,"0.99",3,"223",NA,0,0,0,"marketing","baixo"
"13792",0.51,"0.86",3,"182",10,0,0,0,"comercial","baixo"
"13793",0.57,"0.93",2,"204",10,0,0,0,"contabilidade","baixo"
"13794",0.58,"0.91",3,"195",10,0,0,0,"suporte","baixo"
"13795",0.6,"0.98",4,"146",10,0,0,0,"area tecnica","baixo"
"13796",0.65,"0.74",4," ",4,1,0,0,"gerencia","baixo"
"13797",0.91,"0.75",2,"147",3,0,0,0,"marketing","baixo"
"13798",0.65,"0.55",3,"156",5,0,0,0,"marketing","baixo"
"13799",NA,"0.49",3,"240",2,1,0,0,"marketing","baixo"
"13800",0.66,"0.9",4," ",7,0,0,0,"comercial","baixo"
"13801",0.78,"0.8",3,"135",NA,0,0,0,"comercial","mediano"
"13802",0.82,"0.65",5,"178",7,1,0,0,"comercial","mediano"
"13803",0.54,"0.64",3,"190",7,0,0,0,"comercial","mediano"
"13804",0.95,"0.84",3,"240",7,0,0,0,"comercial","mediano"
"13805",0.65,"0.85",4,"172",NA,0,0,0,"comercial","mediano"
"13806",0.83,"0.55",3,"271",7,0,0,0,"comercial","mediano"
"13807",0.15,"0.6",5,"188",7,0,0,0,"comercial","mediano"
"13808",0.59,"0.59",4,"197",7,0,0,0,"TI","mediano"
"13809",0.99,"0.94",5,"151",3,0,0,0,"produtos","mediano"
"13810",0.76,"0.72",3,"263",3,0,0,0,"produtos","mediano"
"13811",0.64,"0.67",2,"223",3,0,0,0,"produtos","mediano"
"13812",0.95,"0.75",4,"151",3,0,0,0,"produtos","mediano"
"13813",0.53,"0.66",3,"191",3,0,0,0,"TI","alto"
"13814",0.59,"0.5",2,"162",2,0,0,0,"gerencia","alto"
"13815",0.69,"0.86",5,"195",6,0,0,0,"gerencia","alto"
"13816",0.5,"0.49",4,"222",3,0,0,0,"gerencia","alto"
"13817",0.89,"0.96",3,"179",8,0,0,0,"gerencia","alto"
"13818",0.56,"0.39",3,"106",NA,0,0,0,"gerencia","alto"
"13819",0.77,"0.68",3,"214",8,1,0,0,"gerencia","alto"
"13820",0.15,"0.75",3,"259",8,1,0,0,"marketing","alto"
"13821",0.88,"0.58",3,"145",8,0,0,0,"comercial","baixo"
"13822",0.89,"0.86",4,"153",3,0,0,0,"contabilidade","baixo"
"13823",0.65,"0.52",2,"117",10,1,0,0,"suporte","baixo"
"13824",0.58,"0.99",3,"207",10,0,0,0,"area tecnica","baixo"
"13825",0.56,"0.85",3,"265",10,1,0,0,"gerencia","baixo"
"13826",0.25,"0.72",5," ",8,0,0,0,"marketing","baixo"
"13827",0.87,"0.89",4,"225",8,0,0,0,"marketing","baixo"
"13828",NA,"0.4",3,"158",8,1,0,0,"marketing","baixo"
"13829",0.72,"0.75",4,"211",4,0,0,0,"comercial","mediano"
"13830",NA,"0.94",4,"175",3,0,0,0,"comercial","mediano"
"13831",0.57,"0.91",4,"224",10,0,0,0,"comercial","mediano"
"13832",0.63,"0.65",3,"190",10,0,0,0,"comercial","mediano"
"13833",0.91,"0.63",5,"240",7,0,0,0,"comercial","mediano"
"13834",0.7,"0.68",5,"225",7,0,0,0,"comercial","mediano"
"13835",0.66,"0.95",5,"192",7,0,0,0,"comercial","mediano"
"13836",0.77,"0.48",5,"262",7,0,0,0,"TI","mediano"
"13837",0.68,"0.97",3,"250",3,1,0,0,"produtos","mediano"
"13838",0.34,"0.46",3,"155",10,0,0,0,"produtos","mediano"
"13839",0.97,"0.64",4,"238",10,1,0,0,"produtos","mediano"
"13840",0.57,"0.75",4,"249",NA,0,0,0,"produtos","mediano"
"13841",0.66,"0.65",3,"272",10,0,0,0,"TI","mediano"
"13842",0.68,"0.67",4,"162",10,0,0,0,"gerencia","alto"
"13843",0.49,"0.78",4,"254",10,0,0,0,"gerencia","alto"
"13844",0.72,"0.66",4,"184",3,0,0,0,"gerencia","alto"
"13845",0.77,"0.89",4,"269",10,0,0,0,"gerencia","alto"
"13846",0.77,"0.73",3,"201",10,0,0,0,"gerencia","alto"
"13847",0.59,"0.73",4,"247",10,0,0,0,"gerencia","alto"
"13848",0.41,"0.67",6,"221",10,0,0,0,"marketing","mediano"
"13849",0.94,"0.64",5,"247",10,0,0,0,"comercial","mediano"
"13850",0.91,"0.61",4,"135",NA,0,0,0,"contabilidade","mediano"
"13851",0.7,"0.84",3,"260",4,1,0,0,"suporte","mediano"
"13852",0.51,"0.52",3,"188",3,0,0,0,"area tecnica","alto"
"13853",0.22,"0.7",4,"159",5,0,0,0,"gerencia","baixo"
"13854",0.69,"0.65",3,"153",2,0,0,0,"marketing","mediano"
"13855",0.2,"0.68",5,"167",7,0,0,0,"marketing","mediano"
"13856",0.9,"0.85",3,"158",7,0,0,0,"marketing","mediano"
"13857",NA,"0.85",3,"180",7,0,0,0,"comercial","mediano"
"13858",0.88,"0.51",3," ",7,0,0,0,"comercial","mediano"
"13859",0.31,"0.63",4,"104",7,1,0,0,"comercial","mediano"
"13860",0.17,"0.66",6,"174",3,0,0,0,"comercial","mediano"
"13861",0.91,"0.77",3,"195",7,0,0,0,"comercial","mediano"
"13862",0.97,"0.38",5,"211",7,1,0,0,"comercial","mediano"
"13863",0.61,"0.77",5,"232",7,0,0,0,"comercial","mediano"
"13864",0.74,"0.67",5,"216",3,0,0,0,"comercial","baixo"
"13865",0.65,"0.82",5,"265",3,0,0,0,"TI","baixo"
"13866",0.87,"0.73",5,"184",NA,0,0,0,"produtos","baixo"
"13867",0.56,"0.71",5,"244",3,0,0,0,"produtos","baixo"
"13868",0.78,"0.69",4,"202",3,0,0,0,"produtos","baixo"
"13869",0.73,"0.57",3,"146",2,0,0,0,"produtos","baixo"
"13870",0.66,"0.78",4,"161",6,0,0,0,"TI","baixo"
"13871",0.15,"0.81",5,"280",3,1,0,0,"P&D","alto"
"13872",NA,"0.69",5,"208",NA,1,0,0,"P&D","baixo"
"13873",0.44,"0.66",6,"134",8,0,0,0,"P&D","alto"
"13874",0.7,"0.7",3,"162",NA,0,0,0,"P&D","alto"
"13875",0.63,"0.52",5,"209",8,1,0,0,"P&D","baixo"
"13876",0.89,"0.59",3,"265",8,0,0,0,"P&D","baixo"
"13877",0.96,"0.85",4,"173",3,0,0,0,"marketing","alto"
"13878",0.98,"0.99",4,"261",10,1,0,0,"comercial","baixo"
"13879",0.62,"0.82",3,"204",NA,0,0,0,"contabilidade","mediano"
"13880",0.62,"0.73",3,"144",10,1,0,0,"suporte","alto"
"13881",0.69,"0.43",5,"113",8,0,0,0,"area tecnica","mediano"
"13882",0.5,"0.91",4,"144",8,0,0,0,"gerencia","mediano"
"13883",0.71,"0.93",5,"140",8,0,0,0,"marketing","mediano"
"13884",0.5,"0.68",3,"245",4,0,0,0,"marketing","mediano"
"13885",0.93,"0.6",3,"188",3,0,0,0,"marketing","alto"
"13886",0.95,"0.77",5,"199",10,1,0,0,"comercial","mediano"
"13887",0.17,"0.61",6,"154",10,1,0,0,"comercial","mediano"
"13888",0.92,"0.68",4,"138",7,0,0,0,"comercial","mediano"
"13889",0.64,"0.48",3,"147",7,0,0,0,"comercial","alto"
"13890",0.27,"0.42",6,"173",7,0,0,0,"comercial","mediano"
"13891",0.66,"0.87",3,"223",7,0,0,0,"comercial","alto"
"13892",0.59,"0.69",3,"200",3,0,0,0,"comercial","baixo"
"13893",0.93,"0.98",4,"189",10,0,0,0,"comercial","mediano"
"13894",0.58,"0.67",5,"133",10,0,0,0,"area tecnica","mediano"
"13895",0.96,"0.6",3,"160",10,0,0,0,"suporte","mediano"
"13896",0.69,"0.85",3,"153",10,0,0,0,"suporte","mediano"
"13897",0.41,"0.38",4,"142",10,1,0,0,"suporte","baixo"
"13898",0.36,"0.41",3,"167",10,0,0,0,"suporte","baixo"
"13899",0.71,"0.78",4,"227",2,0,0,0,"suporte","baixo"
"13900",0.94,"0.9",4,"144",4,0,0,0,"suporte","baixo"
"13901",0.51,"0.76",4,"140",NA,0,0,0,"suporte","baixo"
"13902",0.83,"0.48",4,"220",3,1,0,0,"suporte","baixo"
"13903",0.22,"0.62",3,"180",3,0,0,0,"suporte","baixo"
"13904",0.66,"0.89",4,"173",4,0,0,0,"suporte","baixo"
"13905",0.14,"0.58",3,"179",5,0,0,0,"suporte","baixo"
"13906",0.16,"0.96",5,"137",5,1,0,0,"area tecnica","baixo"
"13907",0.81,"0.78",3,"165",NA,0,0,0,"area tecnica","alto"
"13908",0.73,"0.94",3,"177",3,0,0,0,"area tecnica","baixo"
"13909",0.7,"0.58",5,"168",3,0,0,0,"gerencia","baixo"
"13910",0.62,"0.73",3,"245",4,0,0,0,"TI","baixo"
"13911",0.5,"0.83",5,"258",2,0,0,0,"TI","baixo"
"13912",0.7,"0.88",3,"159",2,0,0,0,"TI","alto"
"13913",0.53,"0.73",3,"163",3,1,0,0,"TI","baixo"
"13914",0.87,"0.9",3,"174",2,0,0,0,"TI","baixo"
"13915",0.59,"0.6",3,"214",2,1,0,0,"produtos","baixo"
"13916",NA,"0.67",4,"191",3,1,0,0,"produtos","alto"
"13917",0.2,"0.53",5,"272",5,0,0,0,"produtos","baixo"
"13918",0.42,"0.44",3," ",2,0,0,0,"produtos","mediano"
"13919",0.43,"0.66",4,"135",2,0,0,0,"TI","alto"
"13920",0.43,"0.76",6,"154",2,0,0,0,"gerencia","alto"
"13921",0.77,"0.86",5,"238",NA,0,0,0,"gerencia","alto"
"13922",0.76,"0.98",2,"235",3,0,0,0,"gerencia","alto"
"13923",0.82,"0.9",3,"215",4,0,0,0,"gerencia","alto"
"13924",0.75,"0.66",5,"234",2,0,0,0,"gerencia","alto"
"13925",0.63,"0.98",4,"187",3,0,0,0,"gerencia","alto"
"13926",0.51,"0.75",3,"133",3,0,0,0,"comercial","mediano"
"13927",0.23,"0.7",3,"123",5,0,0,0,"comercial","mediano"
"13928",0.77,"0.58",4,"202",3,0,0,0,"comercial","mediano"
"13929",0.54,"0.63",4,"140",3,0,0,0,"comercial","mediano"
"13930",0.63,"0.85",4,"182",3,1,0,0,"comercial","alto"
"13931",0.55,"0.45",3,"179",2,1,0,0,"comercial","baixo"
"13932",0.31,"0.63",3,"150",3,1,0,0,"comercial","mediano"
"13933",0.98,"0.74",4,"151",3,0,0,0,"comercial","mediano"
"13934",0.16,"0.95",6,"117",7,0,0,0,"comercial","mediano"
"13935",0.54,"0.78",3,"156",7,0,0,0,"comercial","mediano"
"13936",0.73,"0.48",3,"211",7,0,0,0,"comercial","mediano"
"13937",0.16,"0.63",6,"286",NA,0,0,1,"comercial","mediano"
"13938",0.57,"0.82",5,"233",7,0,0,1,"comercial","mediano"
"13939",0.88,"0.88",4,"222",3,1,0,1,"comercial","mediano"
"13940",0.95,"0.81",4,"258",7,0,0,1,"comercial","mediano"
"13941",0.93,"0.7",5,"231",7,0,0,1,"comercial","alto"
"13942",0.91,"0.58",3,"220",7,0,0,1,"comercial","baixo"
"13943",0.77,"0.82",4,"134",3,0,0,1,"comercial","baixo"
"13944",0.24,"0.94",6,"141",3,1,0,0,"comercial","baixo"
"13945",0.74,"0.74",5,"160",3,1,0,0,"comercial","alto"
"13946",0.53,"0.59",4,"259",3,0,0,0,"comercial","baixo"
"13947",NA,"0.77",5,"232",3,0,0,0,"comercial","baixo"
"13948",0.23,"0.77",5,"272",2,0,0,0,"comercial","baixo"
"13949",0.69,"0.66",3,"215",6,0,0,0,"comercial","alto"
"13950",0.52,"0.72",4,"222",3,0,0,0,"comercial","baixo"
"13951",NA,"0.58",3,"244",NA,0,0,0,"comercial","baixo"
"13952",0.92,"0.63",5,"224",8,1,0,0,"comercial","baixo"
"13953",0.72,"0.59",5,"200",8,1,0,0,"comercial","baixo"
"13954",NA,"0.61",4,"143",8,0,0,0,"comercial","baixo"
"13955",0.79,"0.86",5,"238",8,0,0,0,"comercial","baixo"
"13956",0.48,"0.89",4,"145",3,0,0,0,"comercial","baixo"
"13957",0.27,"0.76",4,"108",10,0,0,0,"comercial","mediano"
"13958",0.67,"0.49",3,"247",10,0,0,0,"comercial","mediano"
"13959",0.48,"0.7",3,"213",10,0,0,0,"comercial","mediano"
"13960",0.99,"0.6",4,"209",8,1,0,0,"TI","mediano"
"13961",0.49,"0.88",4,"240",8,0,0,0,"produtos","mediano"
"13962",0.39,"0.45",3,"100",8,1,0,0,"produtos","mediano"
"13963",0.99,"0.92",4,"265",4,1,0,0,"produtos","mediano"
"13964",0.78,"0.57",3,"209",3,0,0,0,"produtos","mediano"
"13965",0.5,"0.73",3,"154",10,0,0,0,"TI","mediano"
"13966",0.61,"0.79",5,"230",10,0,0,0,"gerencia","alto"
"13967",0.88,"0.6",4,"208",NA,0,0,1,"gerencia","alto"
"13968",0.44,"0.44",2,"141",7,1,0,1,"gerencia","alto"
"13969",0.73,"0.78",3,"262",7,1,0,1,"gerencia","alto"
"13970",0.58,"0.84",4,"206",NA,0,0,1,"gerencia","alto"
"13971",0.74,"0.98",3,"166",3,1,0,1,"gerencia","alto"
"13972",0.32,"0.48",4,"117",10,0,0,1,"marketing","mediano"
"13973",0.88,"0.83",4,"273",10,0,0,0,"comercial","mediano"
"13974",0.81,"0.9",4,"270",10,0,0,0,"contabilidade","mediano"
"13975",0.59,"0.92",3,"138",10,0,0,0,"suporte","baixo"
"13976",0.79,"0.65",3,"235",10,0,0,0,"area tecnica","baixo"
"13977",0.92,"0.64",4,"190",NA,1,0,0,"gerencia","baixo"
"13978",NA,"0.85",3," ",3,0,0,0,"marketing","baixo"
"13979",0.91,"0.65",5,"214",3,1,0,0,"marketing","baixo"
"13980",0.8,"0.84",4,"242",2,1,0,0,"marketing","baixo"
"13981",0.73,"0.72",4,"233",2,0,0,0,"comercial","baixo"
"13982",0.88,"0.53",3,"218",4,0,0,0,"comercial","baixo"
"13983",0.65,"0.4",5,"125",4,0,0,0,"comercial","baixo"
"13984",0.84,"0.5",4,"178",2,0,0,0,"comercial","baixo"
"13985",0.93,"0.5",5,"272",3,0,0,0,"comercial","baixo"
"13986",0.64,"0.6",3,"265",4,0,0,0,"comercial","baixo"
"13987",0.66,"0.72",4,"271",3,0,0,0,"comercial","baixo"
"13988",0.76,"0.56",3,"179",3,1,0,0,"comercial","baixo"
"13989",0.34,"0.72",3,"118",4,0,0,0,"TI","baixo"
"13990",0.48,"0.8",4,"196",5,0,0,0,"produtos","baixo"
"13991",0.79,"0.61",4,"173",2,0,0,0,"produtos","baixo"
"13992",NA,"0.67",4,"156",3,0,0,0,"produtos","baixo"
"13993",0.51,"0.71",2,"180",3,0,0,0,"produtos","baixo"
"13994",0.84,"0.78",4,"263",3,0,0,0,"TI","baixo"
"13995",0.66,"0.79",5,"134",NA,0,0,0,"gerencia","alto"
"13996",0.72,"0.88",3,"189",3,1,0,0,"gerencia","alto"
"13997",0.53,"0.91",4,"167",4,0,0,0,"gerencia","alto"
"13998",NA,"0.8",5,"132",2,1,0,0,"gerencia","alto"
"13999",0.58,"0.9",3,"209",2,0,0,0,"gerencia","alto"
"14000",0.82,"0.56",2,"227",5,1,0,0,"gerencia","alto"
"14001",0.72,"0.99",4,"239",3,0,0,0,"marketing","mediano"
"14002",0.9,"0.54",4,"172",4,0,0,0,"comercial","mediano"
"14003",0.98,"0.91",3,"188",4,0,0,0,"contabilidade","mediano"
"14004",0.56,"0.74",3,"265",3,0,0,0,"suporte","mediano"
"14005",0.77,"0.82",3,"153",3,1,0,0,"area tecnica","mediano"
"14006",0.61,"0.89",4,"242",2,0,0,0,"gerencia","mediano"
"14007",0.97,"0.61",4,"262",3,1,0,1,"marketing","mediano"
"14008",0.64,"0.55",3,"246",2,0,0,1,"marketing","alto"
"14009",0.99,"0.97",4,"211",2,0,0,1,"marketing","baixo"
"14010",0.61,"0.42",3,"145",4,0,0,1,"comercial","mediano"
"14011",0.72,"0.71",4,"256",3,0,0,1,"comercial","mediano"
"14012",0.67,"0.91",2,"245",2,1,0,1,"comercial","mediano"
"14013",0.9,"0.56",3,"151",3,0,0,0,"comercial","mediano"
"14014",0.9,"0.73",4,"245",2,0,0,0,"comercial","baixo"
"14015",0.63,"0.61",4,"171",3,0,0,0,"comercial","baixo"
"14016",0.64,"0.88",3,"252",2,0,0,0,"comercial","baixo"
"14017",NA,"0.65",3,"175",2,0,0,0,"TI","baixo"
"14018",0.64,"0.94",4,"210",3,0,0,0,"produtos","baixo"
"14019",0.65,"0.95",2,"180",2,0,0,0,"produtos","baixo"
"14020",0.69,"0.9",5,"103",5,0,0,0,"produtos","baixo"
"14021",0.93,"0.51",4,"110",NA,0,0,0,"produtos","baixo"
"14022",0.73,"0.9",5,"184",3,0,0,0,"TI","baixo"
"14023",0.83,"0.6",4,"161",2,0,0,0,"gerencia","alto"
"14024",0.82,"0.49",5,"210",3,0,0,0,"gerencia","alto"
"14025",0.39,"0.91",2,"212",2,0,0,0,"gerencia","alto"
"14026",0.53,"0.47",6,"106",6,0,0,0,"gerencia","alto"
"14027",0.88,"0.81",4,"179",3,0,0,0,"gerencia","alto"
"14028",0.8,"0.6",5," ",3,0,0,0,"gerencia","alto"
"14029",0.68,"0.79",4,"184",3,0,0,0,"marketing","baixo"
"14030",0.66,"0.6",3,"210",2,0,0,0,"comercial","baixo"
"14031",0.61,"0.61",4,"246",2,0,0,0,"contabilidade","baixo"
"14032",0.74,"0.55",4,"262",3,0,0,0,"suporte","baixo"
"14033",NA,"0.83",4,"245",3,1,0,1,"area tecnica","baixo"
"14034",0.57,"0.99",3,"222",3,1,0,1,"gerencia","baixo"
"14035",0.68,"0.54",4,"146",4,0,0,1,"marketing","mediano"
"14036",0.75,"0.79",4,"263",NA,0,0,1,"marketing","mediano"
"14037",0.29,"0.57",5,"134",2,0,0,1,"marketing","mediano"
"14038",0.81,"0.81",5,"250",4,0,0,1,"comercial","mediano"
"14039",0.53,"0.68",4,"173",NA,0,0,0,"comercial","mediano"
"14040",0.42,"0.96",6," ",3,0,0,0,"comercial","mediano"
"14041",0.64,"0.67",4,"252",3,1,0,0,"comercial","mediano"
"14042",0.63,"0.5",2,"230",4,0,0,0,"comercial","mediano"
"14043",0.81,"0.81",4,"212",2,1,0,0,"comercial","mediano"
"14044",0.71,"0.66",5,"187",2,0,0,0,"comercial","mediano"
"14045",0.7,"0.83",5,"241",2,0,0,0,"comercial","mediano"
"14046",0.53,"1",3,"164",4,0,0,0,"TI","mediano"
"14047",0.16,"0.93",6,"218",6,1,0,0,"produtos","alto"
"14048",0.17,"0.55",4,"194",3,0,0,0,"produtos","baixo"
"14049",0.7,"0.95",3,"158",NA,0,0,0,"produtos","mediano"
"14050",0.43,"0.88",2,"149",4,0,0,0,"produtos","mediano"
"14051",0.49,"0.62",4,"161",2,0,0,0,"TI","mediano"
"14052",0.5,"0.9",5,"226",2,0,0,0,"gerencia","alto"
"14053",0.57,"0.59",2,"111",2,0,0,0,"gerencia","alto"
"14054",0.68,"0.75",4,"258",3,0,0,0,"gerencia","alto"
"14055",0.62,"0.61",3,"266",2,0,0,0,"gerencia","alto"
"14056",0.69,"0.75",3,"253",3,0,0,0,"gerencia","alto"
"14057",0.63,"0.7",5,"160",3,0,0,0,"gerencia","alto"
"14058",0.76,"0.62",5,"230",3,1,0,0,"marketing","baixo"
"14059",0.62,"0.76",5,"198",3,0,0,0,"comercial","baixo"
"14060",0.82,"0.69",3,"250",3,0,0,0,"contabilidade","baixo"
"14061",0.2,"0.7",4,"225",5,0,0,0,"suporte","baixo"
"14062",0.16,"0.7",3,"178",3,1,0,0,"area tecnica","baixo"
"14063",NA,"0.78",4,"196",3,0,0,0,"gerencia","baixo"
"14064",0.53,"0.51",4,"240",2,0,0,0,"marketing","baixo"
"14065",0.71,"0.63",3,"204",3,0,0,0,"marketing","baixo"
